"","plot","species","size","group","method","elev"
"1783","H1","Cheilosia melanura",9.75,"hoverflies","malaise traps",818
"1784","H3","Cheilosia melanura",9.75,"hoverflies","malaise traps",1106
"1785","H4","Cheilosia melanura",9.75,"hoverflies","malaise traps",1326
"1786","H7","Cheilosia melanura",9.75,"hoverflies","malaise traps",1986
"1787","T1","Cheilosia melanura",9.75,"hoverflies","malaise traps",716
"1788","W3","Cheilosia melanura",9.75,"hoverflies","malaise traps",1162
"1789","W7","Cheilosia melanura",9.75,"hoverflies","malaise traps",2017
"1790","WmA2","Cheilosia melanura",9.75,"hoverflies","malaise traps",1240
"1791","WmB2","Cheilosia melanura",9.75,"hoverflies","malaise traps",1139
"1792","WmB5","Cheilosia melanura",9.75,"hoverflies","malaise traps",1812
"1793","H5","Cheilosia mutabilis",6.5,"hoverflies","malaise traps",1580
"1794","HO1","Cheilosia mutabilis",6.5,"hoverflies","malaise traps",828
"1795","WmB2","Cheilosia nigripes",8.5,"hoverflies","malaise traps",1139
"1796","H5","Cheilosia nivalis",7.5,"hoverflies","malaise traps",1580
"1797","HO4","Cheilosia nivalis",7.5,"hoverflies","malaise traps",1546
"1798","W6","Cheilosia nivalis",7.5,"hoverflies","malaise traps",1805
"1799","WmB3","Cheilosia nivalis",7.5,"hoverflies","malaise traps",1418
"1800","WmB5","Cheilosia nivalis",7.5,"hoverflies","malaise traps",1812
"1801","W2","Cheilosia personata",9.5,"hoverflies","malaise traps",1016
"1802","WmA2","Cheilosia personata",9.5,"hoverflies","malaise traps",1240
"1803","W3","Cheilosia proxima",8,"hoverflies","malaise traps",1162
"1804","H3","Cheilosia pubera",6.5,"hoverflies","malaise traps",1106
"1805","H4","Cheilosia pubera",6.5,"hoverflies","malaise traps",1326
"1806","H5","Cheilosia pubera",6.5,"hoverflies","malaise traps",1580
"1807","H6","Cheilosia pubera",6.5,"hoverflies","malaise traps",1807
"1808","HO2","Cheilosia pubera",6.5,"hoverflies","malaise traps",1046
"1809","HO4","Cheilosia pubera",6.5,"hoverflies","malaise traps",1546
"1810","W6","Cheilosia pubera",6.5,"hoverflies","malaise traps",1805
"1811","W7","Cheilosia pubera",6.5,"hoverflies","malaise traps",2017
"1812","WmA3","Cheilosia pubera",6.5,"hoverflies","malaise traps",1423
"1813","H3","Cheilosia rhynchops",9,"hoverflies","malaise traps",1106
"1814","H5","Cheilosia rhynchops",9,"hoverflies","malaise traps",1580
"1815","HO3","Cheilosia rhynchops",9,"hoverflies","malaise traps",1332
"1816","HO4","Cheilosia rhynchops",9,"hoverflies","malaise traps",1546
"1817","W6","Cheilosia rhynchops",9,"hoverflies","malaise traps",1805
"1818","WmA4","Cheilosia rhynchops",9,"hoverflies","malaise traps",1770
"1819","WmB5","Cheilosia rhynchops",9,"hoverflies","malaise traps",1812
"1820","W6","Cheilosia semifasciata",7,"hoverflies","malaise traps",1805
"1821","H3","Cheilosia variabilis",10.5,"hoverflies","malaise traps",1106
"1822","H4","Chorthippus albomarginatus",20.25,"grasshoppers","malaise traps",1326
"1823","WmB3","Chorthippus albomarginatus",20.25,"grasshoppers","malaise traps",1418
"1824","T1","Chorthippus apricarius",19,"grasshoppers","malaise traps",716
"1825","H3","Chorthippus biguttulus",19.5,"grasshoppers","malaise traps",1106
"1826","H4","Chorthippus biguttulus",19.5,"grasshoppers","malaise traps",1326
"1827","H5","Chorthippus biguttulus",19.5,"grasshoppers","malaise traps",1580
"1828","T1","Chorthippus biguttulus",19.5,"grasshoppers","malaise traps",716
"1829","W6","Chorthippus biguttulus",19.5,"grasshoppers","malaise traps",1805
"1830","WmA3","Chorthippus biguttulus",19.5,"grasshoppers","malaise traps",1423
"1831","WmB4","Chorthippus biguttulus",19.5,"grasshoppers","malaise traps",1654
"1832","H2","Chorthippus brunneus",21.5,"grasshoppers","malaise traps",985
"1833","T1","Chorthippus brunneus",21.5,"grasshoppers","malaise traps",716
"1834","WmB3","Chorthippus brunneus",21.5,"grasshoppers","malaise traps",1418
"1835","T5","Chrysochraon dispar",25,"grasshoppers","malaise traps",749
"1836","H2","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",985
"1837","H4","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1326
"1838","H5","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1580
"1839","H6","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1807
"1840","HO1","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",828
"1841","HO2","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1046
"1842","HO3","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1332
"1843","HO4","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1546
"1844","HO5","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1821
"1845","W3","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1162
"1846","W5","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1446
"1847","WmA2","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1240
"1848","WmA3","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1423
"1849","WmA4","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1770
"1850","WmA5","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",2034
"1851","WmB1","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",962
"1852","WmB2","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1139
"1853","WmB3","Chrysotoxum arcuatum",10.5,"hoverflies","malaise traps",1418
"1854","T5","Chrysotoxum bicinctum",10,"hoverflies","malaise traps",749
"1855","T5","Chrysotoxum festivum",13.5,"hoverflies","malaise traps",749
"1856","H2","Chrysotoxum intermedium",13,"hoverflies","malaise traps",985
"1857","T5","Chrysotoxum vernale",11.5,"hoverflies","malaise traps",749
"1858","H1","Chrysotoxum verralli",11.5,"hoverflies","malaise traps",818
"1859","H2","Chrysotoxum verralli",11.5,"hoverflies","malaise traps",985
"1860","HO1","Chrysotoxum verralli",11.5,"hoverflies","malaise traps",828
"1861","WmB1","Chrysotoxum verralli",11.5,"hoverflies","malaise traps",962
"1862","H1","Coenonympha arcania",18.5,"butterflies","malaise traps",818
"1863","T4","Coenonympha arcania",18.5,"butterflies","malaise traps",644
"1864","W1","Coenonympha arcania",18.5,"butterflies","malaise traps",815
"1865","W2","Coenonympha arcania",18.5,"butterflies","malaise traps",1016
"1866","T1","Coenonympha pamphilus",16,"butterflies","malaise traps",716
"1867","T5","Coenonympha pamphilus",16,"butterflies","malaise traps",749
"1868","WmB1","Coenonympha pamphilus",16,"butterflies","malaise traps",962
"1869","H3","Criorhina berberina",10.5,"hoverflies","malaise traps",1106
"1870","H4","Criorhina berberina",10.5,"hoverflies","malaise traps",1326
"1871","HO3","Criorhina berberina",10.5,"hoverflies","malaise traps",1332
"1872","T1","Criorhina berberina",10.5,"hoverflies","malaise traps",716
"1873","WmB1","Criorhina berberina",10.5,"hoverflies","malaise traps",962
"1874","WmB2","Criorhina berberina",10.5,"hoverflies","malaise traps",1139
"1875","H1","Cupido minimus",11.5,"butterflies","malaise traps",818
"1876","H2","Cupido minimus",11.5,"butterflies","malaise traps",985
"1877","H3","Cupido minimus",11.5,"butterflies","malaise traps",1106
"1878","H4","Cupido minimus",11.5,"butterflies","malaise traps",1326
"1879","HO4","Cupido minimus",11.5,"butterflies","malaise traps",1546
"1880","W2","Cupido minimus",11.5,"butterflies","malaise traps",1016
"1881","W6","Cupido minimus",11.5,"butterflies","malaise traps",1805
"1882","W7","Cupido minimus",11.5,"butterflies","malaise traps",2017
"1883","WmB4","Cupido minimus",11.5,"butterflies","malaise traps",1654
"1884","WmB5","Cupido minimus",11.5,"butterflies","malaise traps",1812
"1885","HO1","Cyaniris semiargus",15.5,"butterflies","malaise traps",828
"1886","HO4","Cyaniris semiargus",15.5,"butterflies","malaise traps",1546
"1887","W7","Cyaniris semiargus",15.5,"butterflies","malaise traps",2017
"1888","WmB3","Cyaniris semiargus",15.5,"butterflies","malaise traps",1418
"1889","WmB5","Cyaniris semiargus",15.5,"butterflies","malaise traps",1812
"1890","HO2","Dasysyrphus albostriatus",9,"hoverflies","malaise traps",1046
"1891","W7","Dasysyrphus albostriatus",9,"hoverflies","malaise traps",2017
"1892","H1","Dasysyrphus pinastri",9,"hoverflies","malaise traps",818
"1893","H3","Dasysyrphus pinastri",9,"hoverflies","malaise traps",1106
"1894","H6","Dasysyrphus pinastri",9,"hoverflies","malaise traps",1807
"1895","HO2","Dasysyrphus pinastri",9,"hoverflies","malaise traps",1046
"1896","WmA4","Dasysyrphus pinastri",9,"hoverflies","malaise traps",1770
"1897","WmB1","Dasysyrphus pinastri",9,"hoverflies","malaise traps",962
"1898","WmB2","Dasysyrphus pinastri",9,"hoverflies","malaise traps",1139
"1899","WmB3","Dasysyrphus pinastri",9,"hoverflies","malaise traps",1418
"1900","WmB5","Dasysyrphus tricinctus",11,"hoverflies","malaise traps",1812
"1901","H3","Dasysyrphus venustus",8.5,"hoverflies","malaise traps",1106
"1902","H1","Decticus verrucivorus",35.5,"grasshoppers","malaise traps",818
"1903","WmB1","Didea alneti",13.5,"hoverflies","malaise traps",962
"1904","WmB2","Didea alneti",13.5,"hoverflies","malaise traps",1139
"1905","WmB5","Didea alneti",13.5,"hoverflies","malaise traps",1812
"1906","WmB2","Didea fasciata",11.5,"hoverflies","malaise traps",1139
"1907","T4","Dufourea dentiventris",7.5,"wild bees","malaise traps",644
"1908","W3","Epistrophe grossulariae",14,"hoverflies","malaise traps",1162
"1909","WmB1","Epistrophella euchroma",9,"hoverflies","malaise traps",962
"1910","WmB2","Epistrophella euchroma",9,"hoverflies","malaise traps",1139
"1911","H1","Episyrphus balteatus",10,"hoverflies","malaise traps",818
"1912","H2","Episyrphus balteatus",10,"hoverflies","malaise traps",985
"1913","H3","Episyrphus balteatus",10,"hoverflies","malaise traps",1106
"1914","H4","Episyrphus balteatus",10,"hoverflies","malaise traps",1326
"1915","H5","Episyrphus balteatus",10,"hoverflies","malaise traps",1580
"1916","H6","Episyrphus balteatus",10,"hoverflies","malaise traps",1807
"1917","H7","Episyrphus balteatus",10,"hoverflies","malaise traps",1986
"1918","HO1","Episyrphus balteatus",10,"hoverflies","malaise traps",828
"1919","HO2","Episyrphus balteatus",10,"hoverflies","malaise traps",1046
"1920","HO3","Episyrphus balteatus",10,"hoverflies","malaise traps",1332
"1921","HO4","Episyrphus balteatus",10,"hoverflies","malaise traps",1546
"1922","HO5","Episyrphus balteatus",10,"hoverflies","malaise traps",1821
"1923","T1","Episyrphus balteatus",10,"hoverflies","malaise traps",716
"1924","T4","Episyrphus balteatus",10,"hoverflies","malaise traps",644
"1925","T5","Episyrphus balteatus",10,"hoverflies","malaise traps",749
"1926","W1","Episyrphus balteatus",10,"hoverflies","malaise traps",815
"1927","W2","Episyrphus balteatus",10,"hoverflies","malaise traps",1016
"1928","W3","Episyrphus balteatus",10,"hoverflies","malaise traps",1162
"1929","W5","Episyrphus balteatus",10,"hoverflies","malaise traps",1446
"1930","W6","Episyrphus balteatus",10,"hoverflies","malaise traps",1805
"1931","W7","Episyrphus balteatus",10,"hoverflies","malaise traps",2017
"1932","WmA2","Episyrphus balteatus",10,"hoverflies","malaise traps",1240
"1933","WmA3","Episyrphus balteatus",10,"hoverflies","malaise traps",1423
"1934","WmA4","Episyrphus balteatus",10,"hoverflies","malaise traps",1770
"1935","WmA5","Episyrphus balteatus",10,"hoverflies","malaise traps",2034
"1936","WmB1","Episyrphus balteatus",10,"hoverflies","malaise traps",962
"1937","WmB2","Episyrphus balteatus",10,"hoverflies","malaise traps",1139
"1938","WmB3","Episyrphus balteatus",10,"hoverflies","malaise traps",1418
"1939","WmB4","Episyrphus balteatus",10,"hoverflies","malaise traps",1654
"1940","WmB5","Episyrphus balteatus",10,"hoverflies","malaise traps",1812
"1941","H1","Erebia aethiops",24,"butterflies","malaise traps",818
"1942","H2","Erebia aethiops",24,"butterflies","malaise traps",985
"1943","H3","Erebia aethiops",24,"butterflies","malaise traps",1106
"1944","H4","Erebia aethiops",24,"butterflies","malaise traps",1326
"1945","H5","Erebia aethiops",24,"butterflies","malaise traps",1580
"1946","T4","Erebia aethiops",24,"butterflies","malaise traps",644
"1947","W1","Erebia aethiops",24,"butterflies","malaise traps",815
"1948","W2","Erebia aethiops",24,"butterflies","malaise traps",1016
"1949","W3","Erebia aethiops",24,"butterflies","malaise traps",1162
"1950","W4","Erebia aethiops",24,"butterflies","malaise traps",1235
"1951","W5","Erebia aethiops",24,"butterflies","malaise traps",1446
"1952","WmA2","Erebia aethiops",24,"butterflies","malaise traps",1240
"1953","WmA3","Erebia eriphyle",19,"butterflies","malaise traps",1423
"1954","WmA4","Erebia eriphyle",19,"butterflies","malaise traps",1770
"1955","WmB5","Erebia eriphyle",19,"butterflies","malaise traps",1812
"1956","H4","Erebia euryale",22,"butterflies","malaise traps",1326
"1957","H5","Erebia euryale",22,"butterflies","malaise traps",1580
"1958","H6","Erebia euryale",22,"butterflies","malaise traps",1807
"1959","HO2","Erebia euryale",22,"butterflies","malaise traps",1046
"1960","HO3","Erebia euryale",22,"butterflies","malaise traps",1332
"1961","HO4","Erebia euryale",22,"butterflies","malaise traps",1546
"1962","W3","Erebia euryale",22,"butterflies","malaise traps",1162
"1963","W4","Erebia euryale",22,"butterflies","malaise traps",1235
"1964","W6","Erebia euryale",22,"butterflies","malaise traps",1805
"1965","WmA2","Erebia euryale",22,"butterflies","malaise traps",1240
"1966","WmA3","Erebia euryale",22,"butterflies","malaise traps",1423
"1967","WmA4","Erebia euryale",22,"butterflies","malaise traps",1770
"1968","WmB2","Erebia euryale",22,"butterflies","malaise traps",1139
"1969","WmB3","Erebia euryale",22,"butterflies","malaise traps",1418
"1970","WmB5","Erebia euryale",22,"butterflies","malaise traps",1812
"1971","WmA3","Erebia ligea",26,"butterflies","malaise traps",1423
"1972","H5","Erebia manto",20,"butterflies","malaise traps",1580
"1973","H6","Erebia manto",20,"butterflies","malaise traps",1807
"1974","HO3","Erebia manto",20,"butterflies","malaise traps",1332
"1975","HO4","Erebia manto",20,"butterflies","malaise traps",1546
"1976","HO5","Erebia manto",20,"butterflies","malaise traps",1821
"1977","W3","Erebia manto",20,"butterflies","malaise traps",1162
"1978","W4","Erebia manto",20,"butterflies","malaise traps",1235
"1979","W6","Erebia manto",20,"butterflies","malaise traps",1805
"1980","W7","Erebia manto",20,"butterflies","malaise traps",2017
"1981","WmB3","Erebia manto",20,"butterflies","malaise traps",1418
"1982","WmB4","Erebia manto",20,"butterflies","malaise traps",1654
"1983","WmB5","Erebia manto",20,"butterflies","malaise traps",1812
"1984","W6","Erebia oeme",20.5,"butterflies","malaise traps",1805
"1985","W7","Erebia pandrose",22.5,"butterflies","malaise traps",2017
"1986","HO4","Erebia pharte",17.5,"butterflies","malaise traps",1546
"1987","W6","Erebia pharte",17.5,"butterflies","malaise traps",1805
"1988","W7","Erebia pharte",17.5,"butterflies","malaise traps",2017
"1989","WmA2","Erebia pharte",17.5,"butterflies","malaise traps",1240
"1990","WmA3","Erebia pharte",17.5,"butterflies","malaise traps",1423
"1991","WmA4","Erebia pharte",17.5,"butterflies","malaise traps",1770
"1992","WmA5","Erebia pharte",17.5,"butterflies","malaise traps",2034
"1993","WmB2","Erebia pharte",17.5,"butterflies","malaise traps",1139
"1994","WmB5","Erebia pharte",17.5,"butterflies","malaise traps",1812
"1995","H5","Erebia pronoe",23,"butterflies","malaise traps",1580
"1996","H6","Erebia pronoe",23,"butterflies","malaise traps",1807
"1997","HO4","Erebia pronoe",23,"butterflies","malaise traps",1546
"1998","HO5","Erebia pronoe",23,"butterflies","malaise traps",1821
"1999","T1","Erebia pronoe",23,"butterflies","malaise traps",716
"2000","T4","Erebia pronoe",23,"butterflies","malaise traps",644
"2001","T5","Erebia pronoe",23,"butterflies","malaise traps",749
"2002","W1","Erebia pronoe",23,"butterflies","malaise traps",815
"2003","W2","Erebia pronoe",23,"butterflies","malaise traps",1016
"2004","W3","Erebia pronoe",23,"butterflies","malaise traps",1162
"2005","W4","Erebia pronoe",23,"butterflies","malaise traps",1235
"2006","W5","Erebia pronoe",23,"butterflies","malaise traps",1446
"2007","W6","Erebia pronoe",23,"butterflies","malaise traps",1805
"2008","W7","Erebia pronoe",23,"butterflies","malaise traps",2017
"2009","WmA3","Erebia pronoe",23,"butterflies","malaise traps",1423
"2010","WmB5","Erebia pronoe",23,"butterflies","malaise traps",1812
"2011","H6","Eriozona syrphoides",14,"hoverflies","malaise traps",1807
"2012","H3","Eristalis arbustorum",10,"hoverflies","malaise traps",1106
"2013","H4","Eristalis jugorum",13,"hoverflies","malaise traps",1326
"2014","H5","Eristalis jugorum",13,"hoverflies","malaise traps",1580
"2015","WmB5","Eristalis pertinax",14,"hoverflies","malaise traps",1812
"2016","H3","Eristalis rupium",11.5,"hoverflies","malaise traps",1106
"2017","T1","Eristalis rupium",11.5,"hoverflies","malaise traps",716
"2018","WmB2","Eristalis rupium",11.5,"hoverflies","malaise traps",1139
"2019","H2","Eristalis similis",14.5,"hoverflies","malaise traps",985
"2020","H3","Eristalis similis",14.5,"hoverflies","malaise traps",1106
"2021","H4","Eristalis similis",14.5,"hoverflies","malaise traps",1326
